SMA,EMA,BBAND_Upper,BBAND_Middle,BBAND_Lower,HT_TRENDLINE,SAR,RSI,MOM,ROC,ROCP,STOCH_SLOWK,STOCH_SLOWD,MACD,MACDSIGNAL,MACDHIST,OBV,AD,ADOSC,HT_DCPERIOD,HT_TRENDMODE,AVGPRICE,TYPPRICE,ATR,BETA,LINEARREG,VAR,EXP,LN,CDLENGULFING,CDLDOJI,CDLHAMMER,CDLHANGINGMAN
0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.16,0.05,0.04,0.03,0.06,0.05,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.03,0.03,0.02,0.04,0.01,0.02,0.05,0.01,0.0,0.01
